Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Region,State,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method
O00707,2025-07-14,C0561,Ravi Rao,P7291,Jacket,Clothing,North,Delhi,7,4258.69,0.1,26829.75,16257.18,10572.57,Cash
O00708,2025-02-20,C0641,Priya Das,P7050,Makeup Kit,Beauty,South,Karnataka,7,970.66,0.0,6794.62,5128.33,1666.29,Net Banking
O00709,2026-03-15,C0029,Ananya Nair,P0790,Face Cream,Beauty,South,Telangana,7,1123.05,0.1,7075.21,4459.42,2615.79,UPI
O00710,2025-06-07,C0676,Rahul Iyer,P0649,Sofa,Furniture,East,Odisha,2,34914.53,0.0,69829.06,55479.59,14349.47,Credit Card
O00711,2025-07-09,C0756,Vijay Singh,P5533,Shampoo,Beauty,East,West Bengal,5,328.52,0.0,1642.6,1224.06,418.54,Net Banking
O00712,2025-10-20,C0259,Meena Iyer,P4333,Desk,Furniture,East,Bihar,5,12040.33,0.05,57191.57,33423.28,23768.29,Net Banking
O00713,2025-08-09,C0008,Divya Rao,P8699,Coffee Maker,Home & Kitchen,West,Goa,5,8379.64,0.05,39803.29,30653.53,9149.76,Net Banking
O00714,2026-04-15,C0194,Priya Patel,P3693,Keyboard,Electronics,East,Bihar,3,2657.91,0.15,6777.67,4101.0,2676.67,Credit Card
O00715,2025-09-30,C0279,Sneha Singh,P8566,Dress,Clothing,East,West Bengal,4,2029.46,0.1,7306.06,4307.15,2998.91,UPI
O00716,2025-08-24,C0902,Ananya Rao,P1101,T-Shirt,Clothing,West,Goa,4,1641.14,0.05,6236.33,4877.02,1359.31,Cash
O00717,2025-11-04,C0869,Divya Nair,P1101,T-Shirt,Clothing,West,Gujarat,7,1509.15,0.05,10035.85,7367.62,2668.23,Credit Card
O00718,2026-06-17,C0856,Ananya Rao,P9667,Mixer Grinder,Home & Kitchen,South,Kerala,3,8824.79,0.2,21179.5,13647.78,7531.72,Credit Card
O00719,2026-05-23,C0607,Rahul Kumar,P5533,Shampoo,Beauty,West,Maharashtra,4,338.65,0.0,1354.6,842.78,511.82,Cash
O00720,2025-01-01,C0133,Ravi Reddy,P6547,Shoes,Clothing,North,Uttar Pradesh,4,5328.35,0.0,21313.4,14579.03,6734.37,Debit Card
O00721,2026-03-19,C0762,Vijay Sharma,P0790,Face Cream,Beauty,South,Tamil Nadu,3,893.01,0.1,2411.13,1795.35,615.78,UPI
O00722,2025-02-11,C0529,Ravi Sharma,P4636,Smartphone,Electronics,North,Haryana,4,59969.34,0.05,227883.49,161185.08,66698.41,Credit Card
O00723,2025-03-18,C0410,Sneha Patel,P3693,Keyboard,Electronics,North,Rajasthan,4,2459.67,0.1,8854.81,5376.91,3477.9,Cash
O00724,2025-11-28,C0836,Vijay Rao,P6993,Air Fryer,Home & Kitchen,North,Haryana,3,7137.27,0.0,21411.81,15639.14,5772.67,Credit Card
O00725,2025-02-11,C0836,Rahul Sharma,P6266,Bookshelf,Furniture,West,Gujarat,7,5471.23,0.15,32553.82,23529.54,9024.28,Credit Card
O00726,2025-02-08,C0992,Meena Verma,P1077,Skin Care Set,Beauty,West,Maharashtra,5,968.08,0.1,4356.36,3119.64,1236.72,Net Banking
O00727,2025-12-08,C0253,Ravi Reddy,P0649,Sofa,Furniture,South,Andhra Pradesh,3,22939.42,0.0,68818.26,51534.33,17283.93,Debit Card
O00728,2025-04-23,C0191,Sneha Verma,P3693,Keyboard,Electronics,West,Gujarat,3,2997.15,0.15,7642.73,4621.98,3020.75,Debit Card
O00729,2025-02-03,C0784,Karthik Patel,P4636,Smartphone,Electronics,North,Haryana,2,41096.14,0.1,73973.05,59552.6,14420.45,Debit Card
O00730,2026-03-19,C0282,Sneha Patel,P5057,Headphones,Electronics,West,Madhya Pradesh,7,8320.98,0.15,49509.83,40388.82,9121.01,UPI
O00731,2026-04-17,C0235,Rahul Das,P8699,Coffee Maker,Home & Kitchen,South,Tamil Nadu,2,4666.07,0.0,9332.14,5952.4,3379.74,Net Banking
O00732,2025-01-10,C0753,Ananya Nair,P0649,Sofa,Furniture,South,Tamil Nadu,5,23004.14,0.1,103518.63,61677.86,41840.77,Debit Card
O00733,2025-06-14,C0319,Ravi Sharma,P4333,Desk,Furniture,North,Rajasthan,7,8153.22,0.0,57072.54,43522.51,13550.03,Net Banking
O00734,2026-02-05,C1136,Rahul Rao,P7050,Makeup Kit,Beauty,North,Punjab,7,1750.92,0.1,11030.8,8704.48,2326.32,Credit Card
O00735,2025-09-28,C0537,Meena Reddy,P7087,Tablet,Electronics,South,Karnataka,3,26703.94,0.0,80111.82,55152.87,24958.95,UPI
O00736,2025-02-28,C0388,Ananya Sharma,P2376,Dining Table,Furniture,East,Odisha,3,27174.68,0.1,73371.64,42985.69,30385.95,Net Banking
O00737,2025-10-20,C0803,Divya Iyer,P2376,Dining Table,Furniture,West,Goa,4,29681.16,0.1,106852.18,67211.87,39640.31,Cash
O00738,2026-02-28,C0520,Karthik Nair,P4333,Desk,Furniture,South,Tamil Nadu,6,8669.16,0.1,46813.46,27398.83,19414.63,Cash
O00739,2025-06-16,C1053,Meena Verma,P4636,Smartphone,Electronics,West,Maharashtra,4,52883.45,0.1,190380.42,129722.74,60657.68,UPI
O00740,2025-09-22,C0646,Priya Patel,P9007,Jeans,Clothing,South,Karnataka,3,1231.68,0.15,3140.78,2328.41,812.37,Cash
O00741,2026-06-16,C1093,Karthik Rao,P9007,Jeans,Clothing,West,Madhya Pradesh,3,3385.95,0.1,9142.06,5758.26,3383.8,Net Banking
O00742,2025-07-09,C1029,Arun Reddy,P9667,Mixer Grinder,Home & Kitchen,West,Goa,6,8955.5,0.1,48359.7,37259.78,11099.92,Credit Card
O00743,2025-05-26,C0311,Ravi Rao,P0899,Perfume,Beauty,East,Jharkhand,4,954.66,0.0,3818.64,2384.04,1434.6,UPI
O00744,2025-12-05,C0040,Vijay Reddy,P2376,Dining Table,Furniture,West,Madhya Pradesh,5,29683.04,0.05,140994.44,108367.49,32626.95,Cash
O00745,2026-06-13,C0218,Vijay Rao,P5533,Shampoo,Beauty,North,Delhi,5,1079.81,0.0,5399.05,4078.94,1320.11,Credit Card
O00746,2025-04-26,C1105,Ananya Patel,P7291,Jacket,Clothing,East,Jharkhand,3,6439.2,0.05,18351.72,12968.68,5383.04,UPI
O00747,2026-02-04,C0213,Divya Sharma,P9667,Mixer Grinder,Home & Kitchen,South,Telangana,4,5407.66,0.1,19467.58,14180.25,5287.33,Debit Card
O00748,2026-04-11,C0554,Sneha Patel,P3727,Monitor,Electronics,North,Punjab,7,17892.21,0.1,112720.92,69995.47,42725.45,Debit Card
O00749,2025-04-02,C1101,Ravi Patel,P9685,Laptop,Electronics,West,Madhya Pradesh,6,73180.45,0.0,439082.7,355752.05,83330.65,Cash
O00750,2025-08-09,C0438,Meena Iyer,P4870,Smartwatch,Electronics,East,Bihar,5,15617.45,0.05,74182.89,57847.79,16335.1,Net Banking
O00751,2026-05-07,C0755,Rahul Iyer,P1796,Mouse,Electronics,North,Delhi,3,747.14,0.0,2241.42,1717.15,524.27,Debit Card
O00752,2025-01-26,C0484,Sneha Patel,P3067,Cookware Set,Home & Kitchen,South,Karnataka,3,7912.32,0.05,22550.11,13784.38,8765.73,Debit Card
O00753,2025-02-01,C1005,Rahul Singh,P9685,Laptop,Electronics,East,Odisha,7,74221.31,0.05,493571.71,318261.96,175309.75,Net Banking
O00754,2025-08-22,C0942,Sneha Kumar,P3727,Monitor,Electronics,South,Tamil Nadu,2,23143.85,0.0,46287.7,34565.66,11722.04,Net Banking
O00755,2026-02-23,C1032,Vijay Nair,P0790,Face Cream,Beauty,East,Jharkhand,1,1075.66,0.1,968.09,782.99,185.1,Net Banking
O00756,2025-06-24,C0300,Priya Singh,P6266,Bookshelf,Furniture,South,Tamil Nadu,5,11124.25,0.1,50059.12,37169.17,12889.95,UPI
O00757,2026-04-15,C0024,Divya Das,P8699,Coffee Maker,Home & Kitchen,North,Uttar Pradesh,7,8230.28,0.0,57611.96,46332.74,11279.22,Cash
O00758,2026-02-28,C0155,Arun Singh,P9667,Mixer Grinder,Home & Kitchen,East,Odisha,2,8962.87,0.1,16133.17,10016.02,6117.15,UPI
O00759,2025-04-05,C0246,Ananya Kumar,P5533,Shampoo,Beauty,South,Kerala,5,560.16,0.2,2240.64,1795.88,444.76,Debit Card
O00760,2025-02-08,C0057,Karthik Sharma,P9007,Jeans,Clothing,South,Telangana,3,2089.02,0.15,5327.0,3667.95,1659.05,Net Banking
O00761,2026-05-05,C0533,Karthik Nair,P9007,Jeans,Clothing,South,Tamil Nadu,1,3264.84,0.0,3264.84,2330.09,934.75,UPI
O00762,2026-03-07,C0596,Priya Kumar,P9007,Jeans,Clothing,South,Andhra Pradesh,4,2652.9,0.15,9019.86,6658.44,2361.42,Cash
O00763,2026-01-31,C0363,Arun Das,P6547,Shoes,Clothing,South,Telangana,7,3146.97,0.1,19825.91,11818.27,8007.64,Cash
O00764,2025-11-05,C0181,Ravi Nair,P8699,Coffee Maker,Home & Kitchen,North,Delhi,4,6139.61,0.1,22102.6,17694.66,4407.94,Net Banking
O00765,2025-12-02,C0514,Rahul Sharma,P1796,Mouse,Electronics,North,Uttar Pradesh,5,1096.83,0.05,5209.94,3846.18,1363.76,UPI
O00766,2025-05-11,C0561,Arun Iyer,P4636,Smartphone,Electronics,East,Jharkhand,7,54470.91,0.1,343166.73,243339.76,99826.97,Debit Card
O00767,2025-09-17,C0813,Karthik Kumar,P3067,Cookware Set,Home & Kitchen,West,Maharashtra,1,4074.2,0.05,3870.49,2246.14,1624.35,Net Banking
O00768,2025-11-24,C0105,Sneha Verma,P6993,Air Fryer,Home & Kitchen,North,Haryana,2,10958.66,0.05,20821.45,16628.92,4192.53,UPI
O00769,2026-04-07,C0410,Karthik Kumar,P7291,Jacket,Clothing,East,Jharkhand,4,2736.0,0.1,9849.6,7718.35,2131.25,Cash
O00770,2025-03-30,C0968,Rahul Reddy,P8699,Coffee Maker,Home & Kitchen,East,Bihar,7,4300.64,0.15,25588.81,18173.47,7415.34,Net Banking
O00771,2025-05-08,C0475,Meena Nair,P7087,Tablet,Electronics,West,Gujarat,5,23707.66,0.1,106684.47,76048.71,30635.76,UPI
O00772,2025-01-01,C0149,Rahul Rao,P2376,Dining Table,Furniture,West,Madhya Pradesh,4,21487.83,0.0,85951.32,58944.02,27007.3,Cash
O00773,2025-04-19,C0275,Karthik Singh,P9007,Jeans,Clothing,North,Haryana,3,2340.84,0.1,6320.27,4738.23,1582.04,Credit Card
O00774,2025-01-26,C0322,Rahul Iyer,P7780,Vacuum Cleaner,Home & Kitchen,South,Andhra Pradesh,7,9231.54,0.0,64620.78,48490.4,16130.38,Cash
O00775,2025-09-26,C0944,Arun Reddy,P0649,Sofa,Furniture,West,Goa,2,34248.47,0.05,65072.09,39099.57,25972.52,Net Banking
O00776,2025-10-27,C0908,Priya Rao,P1101,T-Shirt,Clothing,South,Tamil Nadu,6,1208.64,0.2,5801.47,4185.6,1615.87,Cash
O00777,2025-12-14,C0481,Ananya Das,P1600,Office Chair,Furniture,South,Tamil Nadu,5,14288.72,0.1,64299.24,38339.78,25959.46,Net Banking
O00778,2026-04-27,C0874,Rahul Nair,P7780,Vacuum Cleaner,Home & Kitchen,West,Maharashtra,7,11830.62,0.1,74532.91,59030.36,15502.55,UPI
O00779,2025-10-13,C0819,Ravi Kumar,P8699,Coffee Maker,Home & Kitchen,East,Jharkhand,4,4103.05,0.1,14770.98,10072.67,4698.31,Debit Card
O00780,2025-03-12,C0889,Sneha Das,P7780,Vacuum Cleaner,Home & Kitchen,North,Punjab,7,12791.73,0.05,85065.0,58154.05,26910.95,Credit Card
O00781,2026-05-20,C0325,Rahul Verma,P7780,Vacuum Cleaner,Home & Kitchen,South,Karnataka,7,14202.45,0.1,89475.44,56124.73,33350.71,UPI
O00782,2025-02-23,C0632,Ravi Reddy,P7087,Tablet,Electronics,East,Jharkhand,7,12549.09,0.1,79059.27,55780.9,23278.37,UPI
O00783,2026-02-09,C0558,Ravi Kumar,P7087,Tablet,Electronics,West,Maharashtra,7,19132.17,0.05,127228.93,90777.43,36451.5,Cash
O00784,2025-05-24,C0686,Sneha Rao,P8566,Dress,Clothing,East,West Bengal,6,4431.56,0.05,25259.89,18644.96,6614.93,Debit Card
O00785,2026-02-23,C0864,Meena Das,P2376,Dining Table,Furniture,South,Karnataka,1,21749.01,0.1,19574.11,13027.21,6546.9,Cash
O00786,2026-04-13,C0058,Rahul Nair,P4333,Desk,Furniture,North,Delhi,6,14615.72,0.2,70155.46,52251.51,17903.95,Cash
O00787,2025-02-03,C0592,Vijay Kumar,P2376,Dining Table,Furniture,South,Telangana,1,27151.49,0.1,24436.34,16268.2,8168.14,Debit Card
O00788,2025-03-11,C0848,Ananya Nair,P4870,Smartwatch,Electronics,South,Kerala,1,11543.04,0.0,11543.04,8510.68,3032.36,Credit Card
O00789,2026-01-08,C1193,Divya Sharma,P1077,Skin Care Set,Beauty,West,Maharashtra,4,2058.02,0.15,6997.27,4090.4,2906.87,Credit Card
O00790,2025-09-11,C1061,Arun Reddy,P4636,Smartphone,Electronics,North,Rajasthan,5,19362.85,0.1,87132.82,60613.16,26519.66,Net Banking
O00791,2025-02-15,C0526,Karthik Nair,P3727,Monitor,Electronics,West,Gujarat,3,18492.92,0.1,49930.88,36598.05,13332.83,Net Banking
O00792,2026-01-24,C0571,Meena Kumar,P4636,Smartphone,Electronics,East,Odisha,5,38816.96,0.0,194084.8,127458.69,66626.11,Cash
O00793,2025-08-05,C0418,Sneha Iyer,P6547,Shoes,Clothing,South,Andhra Pradesh,4,1872.22,0.05,7114.44,5114.29,2000.15,Net Banking
O00794,2026-03-10,C0078,Sneha Verma,P0790,Face Cream,Beauty,West,Goa,6,1778.94,0.1,9606.28,7362.9,2243.38,Credit Card
O00795,2025-04-05,C0480,Arun Patel,P3693,Keyboard,Electronics,South,Telangana,4,2966.41,0.0,11865.64,8634.05,3231.59,UPI
O00796,2025-03-28,C0638,Divya Iyer,P9685,Laptop,Electronics,North,Delhi,2,58219.04,0.0,116438.08,71657.44,44780.64,Cash
O00797,2026-06-04,C0236,Divya Verma,P5057,Headphones,Electronics,North,Punjab,3,4595.36,0.15,11718.17,7545.07,4173.1,Debit Card
O00798,2026-06-24,C0830,Vijay Nair,P8699,Coffee Maker,Home & Kitchen,North,Delhi,2,6736.14,0.05,12798.67,8414.41,4384.26,Credit Card
O00799,2026-05-17,C0250,Karthik Verma,P9007,Jeans,Clothing,South,Karnataka,1,2619.96,0.1,2357.96,1784.29,573.67,Debit Card
O00800,2025-11-17,C0532,Arun Verma,P6547,Shoes,Clothing,North,Rajasthan,4,2777.98,0.1,10000.73,7345.59,2655.14,Cash
O00801,2025-08-05,C0011,Rahul Sharma,P9685,Laptop,Electronics,West,Gujarat,5,72630.83,0.05,344996.44,216965.56,128030.88,Net Banking
O00802,2025-11-15,C0621,Arun Nair,P6547,Shoes,Clothing,North,Rajasthan,5,3901.5,0.0,19507.5,11507.37,8000.13,Cash
O00803,2026-06-30,C0505,Divya Verma,P9667,Mixer Grinder,Home & Kitchen,North,Delhi,3,3269.3,0.1,8827.11,7084.65,1742.46,UPI
O00804,2026-01-20,C0699,Ananya Kumar,P9685,Laptop,Electronics,South,Karnataka,6,56166.21,0.1,303297.53,195752.43,107545.1,Debit Card
O00805,2025-02-11,C0196,Sneha Reddy,P3727,Monitor,Electronics,East,Odisha,6,29936.8,0.05,170639.76,113232.34,57407.42,Credit Card
O00806,2025-11-13,C0246,Arun Reddy,P7087,Tablet,Electronics,North,Rajasthan,5,29754.57,0.2,119018.28,72980.07,46038.21,Net Banking
O00807,2025-06-21,C1050,Karthik Singh,P0899,Perfume,Beauty,West,Gujarat,2,2921.96,0.15,4967.33,3533.31,1434.02,Credit Card
O00808,2026-02-11,C0807,Karthik Nair,P9667,Mixer Grinder,Home & Kitchen,South,Karnataka,7,5052.78,0.1,31832.51,22010.26,9822.25,Credit Card
O00809,2026-03-23,C0413,Karthik Reddy,P3727,Monitor,Electronics,East,Bihar,3,16769.98,0.1,45278.95,34783.51,10495.44,UPI
O00810,2025-12-24,C0705,Meena Das,P1796,Mouse,Electronics,North,Punjab,1,1437.51,0.2,1150.01,729.35,420.66,Net Banking
O00811,2025-10-04,C1081,Vijay Reddy,P0649,Sofa,Furniture,North,Rajasthan,4,41319.71,0.1,148750.96,91919.49,56831.47,Credit Card
O00812,2026-05-29,C0581,Ravi Iyer,P4870,Smartwatch,Electronics,East,West Bengal,2,10680.47,0.1,19224.85,13277.61,5947.24,UPI
O00813,2026-02-07,C0253,Arun Iyer,P6547,Shoes,Clothing,West,Goa,5,5812.34,0.15,24702.44,18591.12,6111.32,Debit Card
O00814,2025-01-17,C0919,Divya Rao,P6547,Shoes,Clothing,North,Uttar Pradesh,6,4016.31,0.1,21688.07,15051.93,6636.14,Net Banking
O00815,2025-07-21,C0370,Karthik Nair,P0649,Sofa,Furniture,South,Telangana,6,27619.79,0.05,157432.8,106695.27,50737.53,Net Banking
O00816,2025-08-24,C1092,Meena Das,P9667,Mixer Grinder,Home & Kitchen,West,Madhya Pradesh,1,6786.69,0.05,6447.36,5146.0,1301.36,Credit Card
O00817,2025-04-03,C1131,Sneha Kumar,P0790,Face Cream,Beauty,South,Karnataka,5,692.72,0.05,3290.42,2583.96,706.46,Cash
O00818,2025-08-17,C0911,Rahul Nair,P9667,Mixer Grinder,Home & Kitchen,West,Maharashtra,5,2537.51,0.05,12053.17,8170.75,3882.42,Credit Card
O00819,2025-11-14,C0769,Ravi Singh,P9007,Jeans,Clothing,East,West Bengal,4,2341.95,0.15,7962.63,5537.49,2425.14,Debit Card
O00820,2025-06-25,C0586,Vijay Singh,P7780,Vacuum Cleaner,Home & Kitchen,West,Maharashtra,6,16377.73,0.1,88439.74,59877.9,28561.84,Credit Card
O00821,2026-04-05,C0489,Arun Patel,P3067,Cookware Set,Home & Kitchen,South,Kerala,3,1945.45,0.05,5544.53,3930.23,1614.3,Debit Card
O00822,2026-03-04,C0196,Arun Nair,P3693,Keyboard,Electronics,South,Karnataka,4,4567.65,0.15,15530.01,10508.02,5021.99,Cash
O00823,2025-12-28,C0156,Vijay Patel,P9685,Laptop,Electronics,South,Andhra Pradesh,2,78925.52,0.0,157851.04,115236.79,42614.25,Cash
O00824,2025-01-13,C0405,Priya Das,P3727,Monitor,Electronics,East,Bihar,5,20222.1,0.15,85943.92,58136.04,27807.88,Cash
O00825,2025-04-25,C0360,Ananya Singh,P3693,Keyboard,Electronics,West,Gujarat,7,4020.71,0.05,26737.72,17630.61,9107.11,UPI
O00826,2025-11-21,C0069,Vijay Iyer,P7087,Tablet,Electronics,South,Kerala,6,32145.17,0.05,183227.47,119037.04,64190.43,UPI
O00827,2025-12-15,C1072,Meena Verma,P3693,Keyboard,Electronics,North,Rajasthan,4,3467.82,0.1,12484.15,8641.1,3843.05,Cash
O00828,2025-06-23,C0847,Ananya Verma,P8699,Coffee Maker,Home & Kitchen,North,Delhi,5,9067.88,0.15,38538.49,31078.31,7460.18,Cash
O00829,2025-06-08,C0584,Sneha Das,P9685,Laptop,Electronics,South,Karnataka,6,59168.8,0.05,337262.16,254844.15,82418.01,UPI
O00830,2025-10-20,C0513,Ravi Rao,P0649,Sofa,Furniture,South,Karnataka,4,34882.41,0.05,132553.16,101877.79,30675.37,Debit Card
O00831,2025-04-01,C1029,Priya Patel,P0649,Sofa,Furniture,East,Odisha,3,14824.6,0.2,35579.04,27839.21,7739.83,Credit Card
O00832,2025-10-12,C0901,Karthik Reddy,P1600,Office Chair,Furniture,South,Telangana,2,13581.47,0.05,25804.79,19264.09,6540.7,Debit Card
O00833,2025-08-06,C0612,Arun Verma,P3067,Cookware Set,Home & Kitchen,South,Karnataka,5,4256.66,0.05,20219.13,14448.49,5770.64,UPI
O00834,2026-03-18,C0876,Ananya Nair,P5057,Headphones,Electronics,North,Haryana,2,8617.09,0.1,15510.76,12086.92,3423.84,Net Banking
O00835,2025-03-01,C0910,Karthik Rao,P3727,Monitor,Electronics,North,Punjab,4,25396.5,0.0,101586.0,60140.49,41445.51,Net Banking
O00836,2025-02-12,C0749,Divya Kumar,P6993,Air Fryer,Home & Kitchen,West,Goa,3,6055.57,0.1,16350.04,10958.21,5391.83,Credit Card
O00837,2025-12-02,C0967,Karthik Das,P1796,Mouse,Electronics,South,Kerala,6,2996.41,0.0,17978.46,13564.3,4414.16,UPI
O00838,2026-05-31,C0426,Rahul Patel,P9667,Mixer Grinder,Home & Kitchen,North,Haryana,4,2571.68,0.05,9772.38,5697.52,4074.86,UPI
O00839,2025-08-18,C1044,Arun Kumar,P8566,Dress,Clothing,South,Tamil Nadu,2,2221.3,0.15,3776.21,2771.49,1004.72,Credit Card
O00840,2025-05-13,C0895,Arun Verma,P3693,Keyboard,Electronics,South,Kerala,5,4993.97,0.1,22472.86,16047.64,6425.22,Cash
O00841,2026-03-20,C0697,Ananya Kumar,P6993,Air Fryer,Home & Kitchen,South,Tamil Nadu,5,8396.69,0.1,37785.11,23408.27,14376.84,Credit Card
O00842,2025-01-13,C0160,Meena Sharma,P7780,Vacuum Cleaner,Home & Kitchen,South,Tamil Nadu,5,6961.91,0.1,31328.6,24844.05,6484.55,Debit Card
O00843,2025-03-01,C1045,Arun Kumar,P2376,Dining Table,Furniture,West,Goa,7,10047.99,0.1,63302.34,43525.09,19777.25,Cash
O00844,2026-06-05,C0004,Karthik Iyer,P0649,Sofa,Furniture,West,Maharashtra,6,39553.54,0.0,237321.24,147255.08,90066.16,Cash
O00845,2025-09-20,C0378,Rahul Nair,P1077,Skin Care Set,Beauty,East,West Bengal,4,3993.76,0.15,13578.78,10806.27,2772.51,UPI
O00846,2025-01-16,C0511,Divya Nair,P3727,Monitor,Electronics,North,Uttar Pradesh,7,16318.04,0.0,114226.28,83990.22,30236.06,Net Banking
O00847,2025-10-22,C0594,Ananya Kumar,P9007,Jeans,Clothing,North,Rajasthan,5,3370.18,0.0,16850.9,9876.33,6974.57,UPI
O00848,2025-03-18,C0209,Divya Rao,P5057,Headphones,Electronics,South,Kerala,5,8979.49,0.1,40407.7,27271.86,13135.84,Credit Card
O00849,2025-02-22,C0556,Priya Das,P6266,Bookshelf,Furniture,North,Rajasthan,1,11516.16,0.0,11516.16,9259.21,2256.95,Net Banking
O00850,2025-10-16,C0590,Ravi Iyer,P7087,Tablet,Electronics,North,Delhi,3,13938.44,0.0,41815.32,27166.19,14649.13,Cash
O00851,2025-07-07,C0844,Sneha Patel,P4333,Desk,Furniture,South,Kerala,7,19078.84,0.05,126874.29,83025.93,43848.36,Credit Card
O00852,2026-03-02,C0133,Priya Das,P9685,Laptop,Electronics,South,Kerala,2,79983.37,0.0,159966.74,119298.12,40668.62,Net Banking
O00853,2026-04-19,C0680,Arun Sharma,P7291,Jacket,Clothing,West,Gujarat,1,2332.45,0.0,2332.45,1381.56,950.89,Credit Card
O00854,2025-10-13,C1158,Rahul Verma,P9667,Mixer Grinder,Home & Kitchen,South,Kerala,3,3370.62,0.15,8595.08,6644.07,1951.01,Debit Card
O00855,2025-03-15,C0849,Ananya Iyer,P2376,Dining Table,Furniture,North,Punjab,6,32698.3,0.0,196189.8,116381.56,79808.24,Debit Card
O00856,2025-07-15,C1085,Ravi Das,P1600,Office Chair,Furniture,West,Maharashtra,7,15300.52,0.05,101748.46,64029.12,37719.34,Credit Card
O00857,2025-12-10,C1051,Arun Sharma,P1077,Skin Care Set,Beauty,North,Haryana,1,4473.12,0.05,4249.46,2633.14,1616.32,Cash
O00858,2025-05-01,C0163,Rahul Reddy,P6266,Bookshelf,Furniture,West,Goa,1,2952.04,0.05,2804.44,1733.08,1071.36,Net Banking
O00859,2026-04-03,C0979,Sneha Sharma,P9007,Jeans,Clothing,South,Karnataka,3,2157.34,0.1,5824.82,3828.07,1996.75,Cash
O00860,2025-05-29,C0029,Vijay Das,P9007,Jeans,Clothing,North,Haryana,5,1647.06,0.0,8235.3,5269.2,2966.1,Credit Card
O00861,2025-06-24,C0295,Meena Patel,P9007,Jeans,Clothing,East,Jharkhand,2,1603.16,0.05,3046.0,2402.97,643.03,Debit Card
O00862,2026-05-12,C0044,Arun Reddy,P3693,Keyboard,Electronics,West,Maharashtra,5,3184.26,0.1,14329.17,10669.07,3660.1,Debit Card
O00863,2025-08-16,C0414,Vijay Singh,P5057,Headphones,Electronics,North,Uttar Pradesh,2,4717.64,0.1,8491.75,5077.38,3414.37,Cash
O00864,2025-08-12,C0241,Rahul Patel,P7087,Tablet,Electronics,South,Karnataka,5,20934.1,0.1,94203.45,59316.13,34887.32,Debit Card
O00865,2026-05-10,C0628,Divya Nair,P3727,Monitor,Electronics,West,Maharashtra,3,28143.98,0.1,75988.75,61687.77,14300.98,Cash
O00866,2026-06-14,C0640,Sneha Rao,P4333,Desk,Furniture,South,Tamil Nadu,5,14579.88,0.0,72899.4,55121.78,17777.62,Cash
O00867,2026-06-10,C0050,Karthik Nair,P6547,Shoes,Clothing,South,Kerala,6,1982.0,0.05,11297.4,8056.49,3240.91,Credit Card
O00868,2025-03-16,C0275,Priya Iyer,P3727,Monitor,Electronics,West,Madhya Pradesh,3,9385.47,0.05,26748.59,19608.78,7139.81,Cash
O00869,2025-09-02,C0832,Ananya Verma,P1600,Office Chair,Furniture,South,Kerala,7,15700.54,0.1,98913.4,65476.88,33436.52,Credit Card
O00870,2025-07-23,C0009,Ravi Das,P7780,Vacuum Cleaner,Home & Kitchen,South,Tamil Nadu,1,5025.11,0.1,4522.6,3336.3,1186.3,Credit Card
O00871,2025-12-21,C1131,Priya Verma,P2376,Dining Table,Furniture,North,Delhi,5,19377.18,0.1,87197.31,60302.52,26894.79,Cash
O00872,2025-07-28,C0826,Divya Verma,P6266,Bookshelf,Furniture,East,West Bengal,4,3407.67,0.1,12267.61,9020.46,3247.15,UPI
O00873,2025-12-06,C0166,Arun Verma,P9685,Laptop,Electronics,North,Punjab,5,67442.07,0.15,286628.8,220237.52,66391.28,Cash
O00874,2025-07-15,C1015,Vijay Rao,P1600,Office Chair,Furniture,North,Haryana,5,17802.54,0.1,80111.43,48639.28,31472.15,Credit Card
O00875,2025-04-16,C0090,Divya Rao,P7087,Tablet,Electronics,East,Bihar,4,30162.08,0.1,108583.49,85464.66,23118.83,Debit Card
O00876,2026-06-14,C1040,Arun Sharma,P5533,Shampoo,Beauty,North,Delhi,7,1095.41,0.0,7667.87,6279.4,1388.47,Net Banking
O00877,2026-02-04,C1103,Meena Singh,P5057,Headphones,Electronics,South,Karnataka,2,8870.63,0.0,17741.26,12022.09,5719.17,UPI
O00878,2025-03-12,C0652,Vijay Reddy,P1796,Mouse,Electronics,East,Odisha,5,604.17,0.1,2718.76,1793.56,925.2,Net Banking
O00879,2025-09-01,C0489,Karthik Das,P9667,Mixer Grinder,Home & Kitchen,East,Bihar,7,8420.19,0.0,58941.33,38232.55,20708.78,Credit Card
O00880,2026-04-06,C0344,Priya Kumar,P6993,Air Fryer,Home & Kitchen,North,Uttar Pradesh,2,8282.69,0.2,13252.3,8377.23,4875.07,Debit Card
O00881,2025-01-31,C1111,Sneha Sharma,P9007,Jeans,Clothing,West,Goa,3,2769.16,0.1,7476.73,4516.38,2960.35,Credit Card
O00882,2026-06-24,C1188,Ravi Patel,P9007,Jeans,Clothing,East,West Bengal,4,2351.8,0.15,7996.12,5389.03,2607.09,Credit Card
O00883,2025-02-25,C0670,Ravi Rao,P7050,Makeup Kit,Beauty,South,Karnataka,2,1629.45,0.15,2770.06,1850.71,919.35,Credit Card
O00884,2025-04-23,C0441,Meena Patel,P5057,Headphones,Electronics,West,Maharashtra,4,8189.41,0.1,29481.88,22593.05,6888.83,Cash
